Entity,Code,Year,Population (historical estimates)
Haiti,HTI,1993,7345942
Haiti,HTI,1994,7486096
Haiti,HTI,1995,7627320
Haiti,HTI,1996,7770602
Haiti,HTI,1997,7915177
Haiti,HTI,1998,8060901
Haiti,HTI,1999,8208943
Haiti,HTI,2000,8360224
Haiti,HTI,2001,8511728
Haiti,HTI,2002,8661546
Haiti,HTI,2003,8812248
Haiti,HTI,2004,8961495
Haiti,HTI,2005,9111901
Haiti,HTI,2006,9266293
Haiti,HTI,2007,9420832
Haiti,HTI,2008,9575251
Haiti,HTI,2009,9730646
Haiti,HTI,2010,9842883
Haiti,HTI,2011,9954318
Haiti,HTI,2012,10108541
Haiti,HTI,2013,10261205
Haiti,HTI,2014,10412741
Haiti,HTI,2015,10563762
Haiti,HTI,2016,10713845
Haiti,HTI,2017,10863546
Haiti,HTI,2018,11012427
Haiti,HTI,2019,11160441
Haiti,HTI,2020,11306804
Haiti,HTI,2021,11447575
High-income countries,,-10000,675496
High-income countries,,-9000,763366
High-income countries,,-8000,882197
High-income countries,,-7000,1046470
High-income countries,,-6000,1314916
High-income countries,,-5000,1680789
High-income countries,,-4000,2396647
High-income countries,,-3000,3656896
High-income countries,,-2000,6960908
High-income countries,,-1000,12714325
High-income countries,,0,31504473
High-income countries,,100,33253585
High-income countries,,200,35028525
High-income countries,,300,34659893
High-income countries,,400,33884248
High-income countries,,500,31193284
High-income countries,,600,28512979
High-income countries,,700,32172381
High-income countries,,800,35758267
High-income countries,,900,39520058
High-income countries,,1000,42156123
High-income countries,,1100,49357241
High-income countries,,1200,63216798
High-income countries,,1300,85379166
High-income countries,,1400,65942239
High-income countries,,1500,83706127
High-income countries,,1600,107688457
High-income countries,,1700,129617295
High-income countries,,1710,138737008
High-income countries,,1720,143872490
High-income countries,,1730,149232414
High-income countries,,1740,154621972
High-income countries,,1750,160098181
High-income countries,,1760,165498849
High-income countries,,1770,170998378
High-income countries,,1780,177026625
High-income countries,,1790,183580486
High-income countries,,1800,188039084
High-income countries,,1801,188773146
High-income countries,,1802,189937959
High-income countries,,1803,191116374
High-income countries,,1804,192308584
High-income countries,,1805,193514769
High-income countries,,1806,194735133
High-income countries,,1807,195969873
High-income countries,,1808,197219186
High-income countries,,1809,198483278
High-income countries,,1810,200499150
High-income countries,,1811,201991762
High-income countries,,1812,203947641
High-income countries,,1813,206106539
High-income countries,,1814,208333145
High-income countries,,1815,210630670
High-income countries,,1816,213002503
High-income countries,,1817,215452208
High-income countries,,1818,217983547
High-income countries,,1819,220404292
High-income countries,,1820,223130766
High-income countries,,1821,224870450
High-income countries,,1822,226902411
High-income countries,,1823,228756763
High-income countries,,1824,230646108
High-income countries,,1825,232564583
High-income countries,,1826,234557272
High-income countries,,1827,236577222
High-income countries,,1828,238624952
High-income countries,,1829,240654111
High-income countries,,1830,243052648
High-income countries,,1831,244614628
High-income countries,,1832,246544095
High-income countries,,1833,248461436
High-income countries,,1834,250393831
High-income countries,,1835,252379780
High-income countries,,1836,254330023
High-income countries,,1837,256341954
High-income countries,,1838,258381100
High-income countries,,1839,260366521
High-income countries,,1840,262704057
High-income countries,,1841,264112632
High-income countries,,1842,265887931
High-income countries,,1843,267683093
High-income countries,,1844,269358919
High-income countries,,1845,271144099
High-income countries,,1846,272963355
High-income countries,,1847,274817414
High-income countries,,1848,276707046
High-income countries,,1849,278667301
High-income countries,,1850,281334303
High-income countries,,1851,282788564
High-income countries,,1852,284929831
High-income countries,,1853,287157855
High-income countries,,1854,289435347
High-income countries,,1855,291744678
High-income countries,,1856,294106038
High-income countries,,1857,296514501
High-income countries,,1858,298971511
High-income countries,,1859,301445757
High-income countries,,1860,304660739
High-income countries,,1861,306448544
High-income countries,,1862,308933322
High-income countries,,1863,311442651
High-income countries,,1864,313987060
High-income countries,,1865,316567239
High-income countries,,1866,319183897
High-income countries,,1867,321837755
High-income countries,,1868,324529582
High-income countries,,1869,327300484
High-income countries,,1870,330903970
High-income countries,,1871,333115819
High-income countries,,1872,336110780
High-income countries,,1873,339214004
High-income countries,,1874,342361278
High-income countries,,1875,345553373
High-income countries,,1876,348791082
High-income countries,,1877,352075649
High-income countries,,1878,355407933
High-income countries,,1879,358786549
High-income countries,,1880,363081063
High-income countries,,1881,365708288
High-income countries,,1882,369204302
High-income countries,,1883,372774436
High-income countries,,1884,376397515
High-income countries,,1885,380074483
High-income countries,,1886,383808863
High-income countries,,1887,387601695
High-income countries,,1888,391454057
High-income countries,,1889,395331179
High-income countries,,1890,400215298
High-income countries,,1891,403192159
High-income countries,,1892,407118359
High-income countries,,1893,411092870
High-income countries,,1894,415122267
High-income countries,,1895,419207365
High-income countries,,1896,423348992
High-income countries,,1897,427545451
High-income countries,,1898,431797614
High-income countries,,1899,436185482
High-income countries,,1900,441928834
High-income countries,,1901,445426228
High-income countries,,1902,450208034
High-income countries,,1903,455171317
High-income countries,,1904,460204012
High-income countries,,1905,465308204
High-income countries,,1906,470485448
High-income countries,,1907,475740660
High-income countries,,1908,481071964
High-income countries,,1909,485843102
High-income countries,,1910,491482327
High-income countries,,1911,493681645
High-income countries,,1912,496704674
High-income countries,,1913,499185606
High-income countries,,1914,501704009
High-income countries,,1915,504199525
High-income countries,,1916,506672029
High-income countries,,1917,509166727
High-income countries,,1918,511740978
High-income countries,,1919,514817048
High-income countries,,1920,520160910
High-income countries,,1921,522626920
High-income countries,,1922,527267791
High-income countries,,1923,532410256
High-income countries,,1924,537630966
High-income countries,,1925,542932548
High-income countries,,1926,548329941
High-income countries,,1927,553872079
High-income countries,,1928,559230360
High-income countries,,1929,564542117
High-income countries,,1930,571476244
High-income countries,,1931,574597726
High-income countries,,1932,579166671
High-income countries,,1933,583558370
High-income countries,,1934,587972125
High-income countries,,1935,592419232
High-income countries,,1936,597041207
High-income countries,,1937,601849028
High-income countries,,1938,606463893
High-income countries,,1939,611477771
High-income countries,,1940,618661326
High-income countries,,1941,620822871
High-income countries,,1942,625453601
High-income countries,,1943,630209499
High-income countries,,1944,635078196
High-income countries,,1945,639500480
High-income countries,,1946,643327795
High-income countries,,1947,647655739
High-income countries,,1948,653171890
High-income countries,,1949,659463654
High-income countries,,1950,669397963
High-income countries,,1951,676774552
High-income countries,,1952,684518924
High-income countries,,1953,692819154
High-income countries,,1954,701492294
High-income countries,,1955,710382120
High-income countries,,1956,719265066
High-income countries,,1957,728148307
High-income countries,,1958,737635313
High-income countries,,1959,747296445
High-income countries,,1960,756613763
High-income countries,,1961,766062145
High-income countries,,1962,775529446
High-income countries,,1963,784955820
High-income countries,,1964,794527190
High-income countries,,1965,803939083
High-income countries,,1966,812785800
High-income countries,,1967,821405210
High-income countries,,1968,829928109
High-income countries,,1969,838295343
High-income countries,,1970,847035032
High-income countries,,1971,856236764
High-income countries,,1972,865281941
High-income countries,,1973,873811230
High-income countries,,1974,882068516
High-income countries,,1975,889965424
High-income countries,,1976,897381759
High-income countries,,1977,904794975
High-income countries,,1978,912288970
High-income countries,,1979,919797067
High-income countries,,1980,927538869
High-income countries,,1981,935113193
High-income countries,,1982,942356988
High-income countries,,1983,949463548
High-income countries,,1984,956450952
High-income countries,,1985,963419473
High-income countries,,1986,970437010
High-income countries,,1987,977626715
High-income countries,,1988,985025837
High-income countries,,1989,992663898
High-income countries,,1990,1000128696
High-income countries,,1991,1007966262
High-income countries,,1992,1016302312
High-income countries,,1993,1024111317
High-income countries,,1994,1031535629
High-income countries,,1995,1038643992
High-income countries,,1996,1045645066
High-income countries,,1997,1052805303
High-income countries,,1998,1059873149
High-income countries,,1999,1066734633
High-income countries,,2000,1073716442
High-income countries,,2001,1080682831
High-income countries,,2002,1087599947
High-income countries,,2003,1094702298
High-income countries,,2004,1101994336
High-income countries,,2005,1109756320
High-income countries,,2006,1118325687
High-income countries,,2007,1127897627
High-income countries,,2008,1137726149
High-income countries,,2009,1146851619
High-income countries,,2010,1154843353
High-income countries,,2011,1162275154
High-income countries,,2012,1169663185
High-income countries,,2013,1176689524
High-income countries,,2014,1183328941
High-income countries,,2015,1189869736
High-income countries,,2016,1196437875
High-income countries,,2017,1202872536
High-income countries,,2018,1209044728
High-income countries,,2019,1214846354
High-income countries,,2020,1218093003
High-income countries,,2021,1219584303
Honduras,HND,-10000,13390
Honduras,HND,-9000,14877
Honduras,HND,-8000,16531
Honduras,HND,-7000,18367
Honduras,HND,-6000,20408
Honduras,HND,-5000,22676
Honduras,HND,-4000,25195
Honduras,HND,-3000,27995
Honduras,HND,-2000,31106
Honduras,HND,-1000,34562
Honduras,HND,0,38402
Honduras,HND,100,48003
Honduras,HND,200,60003
Honduras,HND,300,75004
Honduras,HND,400,93756
Honduras,HND,500,117195
Honduras,HND,600,146493
Honduras,HND,700,183117
Honduras,HND,800,228896
Honduras,HND,900,286120
Honduras,HND,1000,357651
Honduras,HND,1100,447063
Honduras,HND,1200,558829
Honduras,HND,1300,698536
Honduras,HND,1400,873172
Honduras,HND,1500,1091464
Honduras,HND,1600,311846
Honduras,HND,1700,89099
Honduras,HND,1710,92171
Honduras,HND,1720,95349
Honduras,HND,1730,98637
Honduras,HND,1740,102039
Honduras,HND,1750,105557
Honduras,HND,1760,109197
Honduras,HND,1770,112963
Honduras,HND,1780,116858
Honduras,HND,1790,120887
Honduras,HND,1800,130000
Honduras,HND,1801,130246
Honduras,HND,1802,130492
Honduras,HND,1803,130738
Honduras,HND,1804,130985
Honduras,HND,1805,131232
Honduras,HND,1806,131480
Honduras,HND,1807,131729
Honduras,HND,1808,131977
Honduras,HND,1809,132227
Honduras,HND,1810,132477
Honduras,HND,1811,132727
Honduras,HND,1812,132978
Honduras,HND,1813,133229
Honduras,HND,1814,133481
Honduras,HND,1815,133733
Honduras,HND,1816,133985
Honduras,HND,1817,134238
Honduras,HND,1818,134492
Honduras,HND,1819,135566
Honduras,HND,1820,137489
Honduras,HND,1821,140289
Honduras,HND,1822,143997
Honduras,HND,1823,148643
Honduras,HND,1824,153439
Honduras,HND,1825,158390
Honduras,HND,1826,163500
Honduras,HND,1827,168776
Honduras,HND,1828,174221
Honduras,HND,1829,179842
Honduras,HND,1830,185645
Honduras,HND,1831,191635
Honduras,HND,1832,197818
Honduras,HND,1833,204200
Honduras,HND,1834,210789
Honduras,HND,1835,217590
Honduras,HND,1836,224610
Honduras,HND,1837,231857
Honduras,HND,1838,239338
Honduras,HND,1839,247061
Honduras,HND,1840,255032
Honduras,HND,1841,263260
Honduras,HND,1842,271755
Honduras,HND,1843,280523
Honduras,HND,1844,289574
Honduras,HND,1845,298917
Honduras,HND,1846,308561
Honduras,HND,1847,318517
Honduras,HND,1848,328794
Honduras,HND,1849,337648
Honduras,HND,1850,345020
Honduras,HND,1851,351278
Honduras,HND,1852,355942
Honduras,HND,1853,358941
Honduras,HND,1854,361964
Honduras,HND,1855,365012
Honduras,HND,1856,368086
Honduras,HND,1857,371185
Honduras,HND,1858,374309
Honduras,HND,1859,377459
Honduras,HND,1860,380635
Honduras,HND,1861,383837
Honduras,HND,1862,387066
Honduras,HND,1863,390321
Honduras,HND,1864,393603
Honduras,HND,1865,396912
Honduras,HND,1866,400248
Honduras,HND,1867,403612
Honduras,HND,1868,407003
Honduras,HND,1869,407588
Honduras,HND,1870,405414
Honduras,HND,1871,400524
Honduras,HND,1872,392964
Honduras,HND,1873,382775
Honduras,HND,1874,372850
Honduras,HND,1875,363181
Honduras,HND,1876,353763
Honduras,HND,1877,344589
Honduras,HND,1878,335652
Honduras,HND,1879,330356
Honduras,HND,1880,328706
Honduras,HND,1881,330709
Honduras,HND,1882,336373
Honduras,HND,1883,345712
Honduras,HND,1884,355309
Honduras,HND,1885,365172
Honduras,HND,1886,375308
Honduras,HND,1887,385726
Honduras,HND,1888,396431
Honduras,HND,1889,407122
Honduras,HND,1890,417788
Honduras,HND,1891,428421
Honduras,HND,1892,439012
Honduras,HND,1893,449551
Honduras,HND,1894,460343
Honduras,HND,1895,471393
Honduras,HND,1896,482708
Honduras,HND,1897,494294
Honduras,HND,1898,506157
Honduras,HND,1899,518173
Honduras,HND,1900,530342
Honduras,HND,1901,542663
Honduras,HND,1902,555139
Honduras,HND,1903,567769
Honduras,HND,1904,580685
Honduras,HND,1905,593894
Honduras,HND,1906,607403
Honduras,HND,1907,621218
Honduras,HND,1908,635347
Honduras,HND,1909,648953
Honduras,HND,1910,662011
Honduras,HND,1911,674492
Honduras,HND,1912,686369
Honduras,HND,1913,697612
Honduras,HND,1914,709038
Honduras,HND,1915,720650
Honduras,HND,1916,732451
Honduras,HND,1917,744445
Honduras,HND,1918,755782
Honduras,HND,1919,769299
Honduras,HND,1920,785083
Honduras,HND,1921,803228
Honduras,HND,1922,823830
Honduras,HND,1923,846987
Honduras,HND,1924,870795
Honduras,HND,1925,895272
Honduras,HND,1926,920437
Honduras,HND,1927,946310
Honduras,HND,1928,972909
Honduras,HND,1929,998444
Honduras,HND,1930,1022849
Honduras,HND,1931,1046057
Honduras,HND,1932,1067998
Honduras,HND,1933,1088599
Honduras,HND,1934,1109597
Honduras,HND,1935,1131000
Honduras,HND,1936,1152816
Honduras,HND,1937,1175053
Honduras,HND,1938,1197719
Honduras,HND,1939,1221530
Honduras,HND,1940,1246523
Honduras,HND,1941,1272738
Honduras,HND,1942,1300214
Honduras,HND,1943,1328993
Honduras,HND,1944,1358408
Honduras,HND,1945,1388475
Honduras,HND,1946,1419207
Honduras,HND,1947,1450620
Honduras,HND,1948,1482727
Honduras,HND,1949,1518441
Honduras,HND,1950,1557940
Honduras,HND,1951,1602234
Honduras,HND,1952,1648145
Honduras,HND,1953,1695869
Honduras,HND,1954,1745351
Honduras,HND,1955,1796536
Honduras,HND,1956,1849402
Honduras,HND,1957,1904021
Honduras,HND,1958,1960498
Honduras,HND,1959,2018746
Honduras,HND,1960,2078624
Honduras,HND,1961,2139932
Honduras,HND,1962,2202865
Honduras,HND,1963,2267717
Honduras,HND,1964,2334493
Honduras,HND,1965,2403468
Honduras,HND,1966,2474533
Honduras,HND,1967,2547504
Honduras,HND,1968,2622991
Honduras,HND,1969,2701384
Honduras,HND,1970,2782756
Honduras,HND,1971,2867507
Honduras,HND,1972,2956027
Honduras,HND,1973,3046721
Honduras,HND,1974,3136544
Honduras,HND,1975,3231637
Honduras,HND,1976,3334817
Honduras,HND,1977,3441121
Honduras,HND,1978,3550374
Honduras,HND,1979,3662745
Honduras,HND,1980,3777994
Honduras,HND,1981,3895738
Honduras,HND,1982,4015648
Honduras,HND,1983,4137786
Honduras,HND,1984,4261929
Honduras,HND,1985,4387696
Honduras,HND,1986,4515574
Honduras,HND,1987,4645740
Honduras,HND,1988,4778119
Honduras,HND,1989,4913683
Honduras,HND,1990,5053235
Honduras,HND,1991,5196892
Honduras,HND,1992,5344774
Honduras,HND,1993,5496843
Honduras,HND,1994,5652937
Honduras,HND,1995,5812836
Honduras,HND,1996,5976553
Honduras,HND,1997,6144117
Honduras,HND,1998,6308539
Honduras,HND,1999,6477370
Honduras,HND,2000,6656727
Honduras,HND,2001,6837861
Honduras,HND,2002,7019912
Honduras,HND,2003,7201883
Honduras,HND,2004,7383408
Honduras,HND,2005,7564615
Honduras,HND,2006,7745204
Honduras,HND,2007,7924462
Honduras,HND,2008,8101776
Honduras,HND,2009,8277309
Honduras,HND,2010,8450936
Honduras,HND,2011,8622510
Honduras,HND,2012,8792370
Honduras,HND,2013,8960654
Honduras,HND,2014,9127851
Honduras,HND,2015,9294510
Honduras,HND,2016,9460798
Honduras,HND,2017,9626845
Honduras,HND,2018,9792854
Honduras,HND,2019,9958832
Honduras,HND,2020,10121762
Honduras,HND,2021,10278346
Hong Kong,HKG,-10000,1558
Hong Kong,HKG,-9000,2596
Hong Kong,HKG,-8000,4327
Hong Kong,HKG,-7000,7212
Hong Kong,HKG,-6000,12021
Hong Kong,HKG,-5000,20036
Hong Kong,HKG,-4000,33393
Hong Kong,HKG,-3000,55655
Hong Kong,HKG,-2000,92759
Hong Kong,HKG,-1000,154599
Hong Kong,HKG,0,257665
Hong Kong,HKG,100,251673
Hong Kong,HKG,200,211270
Hong Kong,HKG,300,107174
Hong Kong,HKG,400,207269
Hong Kong,HKG,500,202449
Hong Kong,HKG,600,197740
Hong Kong,HKG,700,193142
Hong Kong,HKG,800,188650
Hong Kong,HKG,900,184263
Hong Kong,HKG,1000,179978
Hong Kong,HKG,1100,443565
Hong Kong,HKG,1200,506955
Hong Kong,HKG,1300,13463
Hong Kong,HKG,1400,13150
Hong Kong,HKG,1500,12844
Hong Kong,HKG,1600,12545
Hong Kong,HKG,1700,12254
Hong Kong,HKG,1710,12764
Hong Kong,HKG,1720,13296
Hong Kong,HKG,1730,13850
Hong Kong,HKG,1740,14427
Hong Kong,HKG,1750,15028
Hong Kong,HKG,1760,15655
Hong Kong,HKG,1770,16307
Hong Kong,HKG,1780,16986
Hong Kong,HKG,1790,17694
Hong Kong,HKG,1800,20000
Hong Kong,HKG,1801,20000
Hong Kong,HKG,1802,20000
Hong Kong,HKG,1803,20000
Hong Kong,HKG,1804,20000
Hong Kong,HKG,1805,20000
Hong Kong,HKG,1806,20000
Hong Kong,HKG,1807,20000
Hong Kong,HKG,1808,20000
Hong Kong,HKG,1809,20000
Hong Kong,HKG,1810,20000
Hong Kong,HKG,1811,20016
Hong Kong,HKG,1812,20048
Hong Kong,HKG,1813,20097
Hong Kong,HKG,1814,20163
Hong Kong,HKG,1815,20246
Hong Kong,HKG,1816,20346
Hong Kong,HKG,1817,20464
Hong Kong,HKG,1818,20600
Hong Kong,HKG,1819,20755
Hong Kong,HKG,1820,20928
Hong Kong,HKG,1821,21120
Hong Kong,HKG,1822,21331
Hong Kong,HKG,1823,21562
Hong Kong,HKG,1824,21812
Hong Kong,HKG,1825,22083
Hong Kong,HKG,1826,22375
Hong Kong,HKG,1827,22688
Hong Kong,HKG,1828,23021
Hong Kong,HKG,1829,23377
Hong Kong,HKG,1830,23754
Hong Kong,HKG,1831,24154
Hong Kong,HKG,1832,24561
Hong Kong,HKG,1833,24974
Hong Kong,HKG,1834,25394
Hong Kong,HKG,1835,25822
Hong Kong,HKG,1836,26257
Hong Kong,HKG,1837,26699
Hong Kong,HKG,1838,27148
Hong Kong,HKG,1839,27605
Hong Kong,HKG,1840,28070
Hong Kong,HKG,1841,28623
Hong Kong,HKG,1842,29271
Hong Kong,HKG,1843,30021
Hong Kong,HKG,1844,30882
Hong Kong,HKG,1845,31863
Hong Kong,HKG,1846,32971
Hong Kong,HKG,1847,34218
Hong Kong,HKG,1848,35613
Hong Kong,HKG,1849,37167
Hong Kong,HKG,1850,38893
Hong Kong,HKG,1851,40811
Hong Kong,HKG,1852,42928
Hong Kong,HKG,1853,45258
Hong Kong,HKG,1854,47817
Hong Kong,HKG,1855,50623
Hong Kong,HKG,1856,53692
Hong Kong,HKG,1857,57045
Hong Kong,HKG,1858,60702
Hong Kong,HKG,1859,64685
Hong Kong,HKG,1860,69017
Hong Kong,HKG,1861,73489
Hong Kong,HKG,1862,78026
Hong Kong,HKG,1863,82624
Hong Kong,HKG,1864,87280
Hong Kong,HKG,1865,91993
Hong Kong,HKG,1866,96757
Hong Kong,HKG,1867,101568
Hong Kong,HKG,1868,106423
Hong Kong,HKG,1869,111315
Hong Kong,HKG,1870,116240
Hong Kong,HKG,1871,123720
Hong Kong,HKG,1872,128743
Hong Kong,HKG,1873,133563
Hong Kong,HKG,1874,138152
Hong Kong,HKG,1875,142478
Hong Kong,HKG,1876,146506
Hong Kong,HKG,1877,150648
Hong Kong,HKG,1878,154906
Hong Kong,HKG,1879,159286
Hong Kong,HKG,1880,163789
Hong Kong,HKG,1881,168419
Hong Kong,HKG,1882,173180
Hong Kong,HKG,1883,178076
Hong Kong,HKG,1884,183110
Hong Kong,HKG,1885,188287
Hong Kong,HKG,1886,193773
Hong Kong,HKG,1887,199583
Hong Kong,HKG,1888,205733
Hong Kong,HKG,1889,212239
Hong Kong,HKG,1890,219117
Hong Kong,HKG,1891,226385
Hong Kong,HKG,1892,234061
Hong Kong,HKG,1893,242165
Hong Kong,HKG,1894,250715
Hong Kong,HKG,1895,259733
Hong Kong,HKG,1896,269239
Hong Kong,HKG,1897,279093
Hong Kong,HKG,1898,289307
Hong Kong,HKG,1899,299895
Hong Kong,HKG,1900,310869
Hong Kong,HKG,1901,322245
Hong Kong,HKG,1902,334036
Hong Kong,HKG,1903,346258
Hong Kong,HKG,1904,358927
Hong Kong,HKG,1905,372059
Hong Kong,HKG,1906,385671
Hong Kong,HKG,1907,399780
Hong Kong,HKG,1908,414406
Hong Kong,HKG,1909,429777
Hong Kong,HKG,1910,445944
Hong Kong,HKG,1911,458834
Hong Kong,HKG,1912,475620
Hong Kong,HKG,1913,493789
Hong Kong,HKG,1914,513483
Hong Kong,HKG,1915,534838
Hong Kong,HKG,1916,557213
Hong Kong,HKG,1917,580609
Hong Kong,HKG,1918,604914
Hong Kong,HKG,1919,630231
Hong Kong,HKG,1920,639683
Hong Kong,HKG,1921,645084
Hong Kong,HKG,1922,651835
Hong Kong,HKG,1923,675802
Hong Kong,HKG,1924,705170
Hong Kong,HKG,1925,719348
Hong Kong,HKG,1926,729137
Hong Kong,HKG,1927,738589
Hong Kong,HKG,1928,763906
Hong Kong,HKG,1929,796312
Hong Kong,HKG,1930,825680
Hong Kong,HKG,1931,864837
Hong Kong,HKG,1932,899269
Hong Kong,HKG,1933,934376
Hong Kong,HKG,1934,956317
Hong Kong,HKG,1935,978259
Hong Kong,HKG,1936,1092355
Hong Kong,HKG,1937,1265525
Hong Kong,HKG,1938,1522749
Hong Kong,HKG,1939,1692880
Hong Kong,HKG,1940,1746891
Hong Kong,HKG,1941,1703277
Hong Kong,HKG,1942,1641437
Hong Kong,HKG,1943,1623210
Hong Kong,HKG,1944,1605186
Hong Kong,HKG,1945,1587362
Hong Kong,HKG,1946,1643058
Hong Kong,HKG,1947,1721573
Hong Kong,HKG,1948,1825205
Hong Kong,HKG,1949,1900819
Hong Kong,HKG,1950,1980530
Hong Kong,HKG,1951,2075517
Hong Kong,HKG,1952,2173606
Hong Kong,HKG,1953,2275015
Hong Kong,HKG,1954,2380483
Hong Kong,HKG,1955,2490495
Hong Kong,HKG,1956,2606308
Hong Kong,HKG,1957,2728466
Hong Kong,HKG,1958,2855689
Hong Kong,HKG,1959,2985061
Hong Kong,HKG,1960,3114676
Hong Kong,HKG,1961,3231766
Hong Kong,HKG,1962,3331193
Hong Kong,HKG,1963,3424355
Hong Kong,HKG,1964,3514767
Hong Kong,HKG,1965,3602032
Hong Kong,HKG,1966,3684669
Hong Kong,HKG,1967,3762176
Hong Kong,HKG,1968,3834048
Hong Kong,HKG,1969,3898385
Hong Kong,HKG,1970,3955076
Hong Kong,HKG,1971,4028605
Hong Kong,HKG,1972,4128332
Hong Kong,HKG,1973,4234756
Hong Kong,HKG,1974,4342778
Hong Kong,HKG,1975,4451227
Hong Kong,HKG,1976,4558871
Hong Kong,HKG,1977,4664905
Hong Kong,HKG,1978,4768799
Hong Kong,HKG,1979,4872751
Hong Kong,HKG,1980,4978551
Hong Kong,HKG,1981,5077744
Hong Kong,HKG,1982,5166910
Hong Kong,HKG,1983,5252129
Hong Kong,HKG,1984,5333577
Hong Kong,HKG,1985,5411686
Hong Kong,HKG,1986,5492797
Hong Kong,HKG,1987,5578536
Hong Kong,HKG,1988,5665618
Hong Kong,HKG,1989,5752711
Hong Kong,HKG,1990,5838573
Hong Kong,HKG,1991,5923453
Hong Kong,HKG,1992,6007690
Hong Kong,HKG,1993,6089809
Hong Kong,HKG,1994,6168709
Hong Kong,HKG,1995,6243859
Hong Kong,HKG,1996,6333446
Hong Kong,HKG,1997,6441245
Hong Kong,HKG,1998,6546051
Hong Kong,HKG,1999,6641959
Hong Kong,HKG,2000,6731195
Hong Kong,HKG,2001,6801538
Hong Kong,HKG,2002,6848847
Hong Kong,HKG,2003,6886463
Hong Kong,HKG,2004,6915997
Hong Kong,HKG,2005,6936872
Hong Kong,HKG,2006,6960600
Hong Kong,HKG,2007,7001452
Hong Kong,HKG,2008,7050673
Hong Kong,HKG,2009,7094600
Hong Kong,HKG,2010,7132437
Hong Kong,HKG,2011,7175370
Hong Kong,HKG,2012,7234062
Hong Kong,HKG,2013,7296820
Hong Kong,HKG,2014,7352180
Hong Kong,HKG,2015,7399845
Hong Kong,HKG,2016,7435925
Hong Kong,HKG,2017,7461508
Hong Kong,HKG,2018,7481563
Hong Kong,HKG,2019,7496121
Hong Kong,HKG,2020,7500955
Hong Kong,HKG,2021,7494580
Hungary,HUN,-10000,2109
Hungary,HUN,-9000,2812
Hungary,HUN,-8000,3750
Hungary,HUN,-7000,5000
Hungary,HUN,-6000,42187
Hungary,HUN,-5000,56250
Hungary,HUN,-4000,74999
Hungary,HUN,-3000,100000
Hungary,HUN,-2000,200000
Hungary,HUN,-1000,300000
Hungary,HUN,0,300000
Hungary,HUN,100,300000
Hungary,HUN,200,300000
Hungary,HUN,300,300000
Hungary,HUN,400,300000
Hungary,HUN,500,250000
Hungary,HUN,600,200000
Hungary,HUN,700,250000
Hungary,HUN,800,300000
Hungary,HUN,900,400000
Hungary,HUN,1000,499999
Hungary,HUN,1100,599999
Hungary,HUN,1200,800000
Hungary,HUN,1300,1250000
Hungary,HUN,1400,999999
Hungary,HUN,1500,1250000
Hungary,HUN,1600,1250000
Hungary,HUN,1700,1500001
Hungary,HUN,1710,1661908
Hungary,HUN,1720,1823812
Hungary,HUN,1730,1985721
Hungary,HUN,1740,2147629
Hungary,HUN,1750,2309536
Hungary,HUN,1760,2471444
Hungary,HUN,1770,2633350
Hungary,HUN,1780,2795254
Hungary,HUN,1790,2957162
Hungary,HUN,1800,3250000
Hungary,HUN,1801,3289809
Hungary,HUN,1802,3330105
Hungary,HUN,1803,3370895
Hungary,HUN,1804,3412185
Hungary,HUN,1805,3453980
Hungary,HUN,1806,3496288
Hungary,HUN,1807,3539113
Hungary,HUN,1808,3582463
Hungary,HUN,1809,3626344
Hungary,HUN,1810,3671307
Hungary,HUN,1811,3716276
Hungary,HUN,1812,3761796
Hungary,HUN,1813,3807874
Hungary,HUN,1814,3854516
Hungary,HUN,1815,3901730
Hungary,HUN,1816,3949521
Hungary,HUN,1817,3997899
Hungary,HUN,1818,4046868
Hungary,HUN,1819,4092356
Hungary,HUN,1820,4134289
Hungary,HUN,1821,4172594
Hungary,HUN,1822,4207196
Hungary,HUN,1823,4238019
Hungary,HUN,1824,4269068
Hungary,HUN,1825,4300344
Hungary,HUN,1826,4331849
Hungary,HUN,1827,4363586
Hungary,HUN,1828,4395554
Hungary,HUN,1829,4427757
Hungary,HUN,1830,4460196
Hungary,HUN,1831,4492873
Hungary,HUN,1832,4525789
Hungary,HUN,1833,4558946
Hungary,HUN,1834,4592346
Hungary,HUN,1835,4625990
Hungary,HUN,1836,4659881
Hungary,HUN,1837,4694021
Hungary,HUN,1838,4728411
Hungary,HUN,1839,4763052
Hungary,HUN,1840,4797947
Hungary,HUN,1841,4833098
Hungary,HUN,1842,4868507
Hungary,HUN,1843,4904175
Hungary,HUN,1844,4940104
Hungary,HUN,1845,4976296
Hungary,HUN,1846,5012754
Hungary,HUN,1847,5049479
Hungary,HUN,1848,5086472
Hungary,HUN,1849,5123254
Hungary,HUN,1850,5159819
Hungary,HUN,1851,5195874
Hungary,HUN,1852,5231698
Hungary,HUN,1853,5267286
Hungary,HUN,1854,5303117
Hungary,HUN,1855,5339191
Hungary,HUN,1856,5375510
Hungary,HUN,1857,5412077
Hungary,HUN,1858,5448892
Hungary,HUN,1859,5485958
Hungary,HUN,1860,5523276
Hungary,HUN,1861,5560847
Hungary,HUN,1862,5598674
Hungary,HUN,1863,5636759
Hungary,HUN,1864,5675102
Hungary,HUN,1865,5713707
Hungary,HUN,1866,5752574
